match_id,puuid,unit_name,identifier,name
NA1_5183295671,l4fc-l-lEfARffj-ti4fNMZktqnaI5Z04DL0CVEwKaaIC7pG4ipu65mlvzUNQ5T-vt1nva0av7wcfw,TFT13_Amumu,1,TFT_Item_WarmogsArmor
NA1_5183295671,l4fc-l-lEfARffj-ti4fNMZktqnaI5Z04DL0CVEwKaaIC7pG4ipu65mlvzUNQ5T-vt1nva0av7wcfw,TFT13_Amumu,1,TFT_Item_DragonsClaw
NA1_5183295671,l4fc-l-lEfARffj-ti4fNMZktqnaI5Z04DL0CVEwKaaIC7pG4ipu65mlvzUNQ5T-vt1nva0av7wcfw,TFT13_Nocturne,1,TFT_Item_PowerGauntlet
NA1_5183295671,l4fc-l-lEfARffj-ti4fNMZktqnaI5Z04DL0CVEwKaaIC7pG4ipu65mlvzUNQ5T-vt1nva0av7wcfw,TFT13_KogMaw,1,TFT_Item_BlueBuff
NA1_5183295671,l4fc-l-lEfARffj-ti4fNMZktqnaI5Z04DL0CVEwKaaIC7pG4ipu65mlvzUNQ5T-vt1nva0av7wcfw,TFT13_KogMaw,1,TFT_Item_ArchangelsStaff
NA1_5183295671,l4fc-l-lEfARffj-ti4fNMZktqnaI5Z04DL0CVEwKaaIC7pG4ipu65mlvzUNQ5T-vt1nva0av7wcfw,TFT13_KogMaw,1,TFT_Item_GuinsoosRageblade
NA1_5183295671,l4fc-l-lEfARffj-ti4fNMZktqnaI5Z04DL0CVEwKaaIC7pG4ipu65mlvzUNQ5T-vt1nva0av7wcfw,TFT13_Garen,1,TFT_Item_UnstableConcoction
NA1_5183295671,l4fc-l-lEfARffj-ti4fNMZktqnaI5Z04DL0CVEwKaaIC7pG4ipu65mlvzUNQ5T-vt1nva0av7wcfw,TFT13_Vi,1,TFT13_Item_AutomataEmblemItem
NA1_5183295671,l4fc-l-lEfARffj-ti4fNMZktqnaI5Z04DL0CVEwKaaIC7pG4ipu65mlvzUNQ5T-vt1nva0av7wcfw,TFT13_Vi,1,TFT_Item_Bloodthirster
NA1_5183295671,l4fc-l-lEfARffj-ti4fNMZktqnaI5Z04DL0CVEwKaaIC7pG4ipu65mlvzUNQ5T-vt1nva0av7wcfw,TFT13_Jayce,1,TFT_Item_StatikkShiv
NA1_5183295671,l4fc-l-lEfARffj-ti4fNMZktqnaI5Z04DL0CVEwKaaIC7pG4ipu65mlvzUNQ5T-vt1nva0av7wcfw,TFT13_Jayce,1,TFT13_Item_AutomataEmblemItem
NA1_5183295671,l4fc-l-lEfARffj-ti4fNMZktqnaI5Z04DL0CVEwKaaIC7pG4ipu65mlvzUNQ5T-vt1nva0av7wcfw,TFT13_Lieutenant,1,TFT_Item_NightHarvester
NA1_5183295671,l4fc-l-lEfARffj-ti4fNMZktqnaI5Z04DL0CVEwKaaIC7pG4ipu65mlvzUNQ5T-vt1nva0av7wcfw,TFT13_MissMage,1,TFT_Item_JeweledGauntlet
NA1_5183295671,l4fc-l-lEfARffj-ti4fNMZktqnaI5Z04DL0CVEwKaaIC7pG4ipu65mlvzUNQ5T-vt1nva0av7wcfw,TFT13_MissMage,1,TFT_Item_BlueBuff
NA1_5183295671,zRduWH_pUyqeSsbwR12AshU9UYaswDelgrJJ0QJ2fQDN5zjMJuj4cjBSWvnDcGizgtNqqA5WC78fQg,TFT13_Irelia,1,TFT_Item_Bloodthirster
NA1_5183295671,zRduWH_pUyqeSsbwR12AshU9UYaswDelgrJJ0QJ2fQDN5zjMJuj4cjBSWvnDcGizgtNqqA5WC78fQg,TFT13_Irelia,1,TFT_Item_TitansResolve
NA1_5183295671,zRduWH_pUyqeSsbwR12AshU9UYaswDelgrJJ0QJ2fQDN5zjMJuj4cjBSWvnDcGizgtNqqA5WC78fQg,TFT13_Irelia,1,TFT5_Item_SteraksGageRadiant
NA1_5183295671,zRduWH_pUyqeSsbwR12AshU9UYaswDelgrJJ0QJ2fQDN5zjMJuj4cjBSWvnDcGizgtNqqA5WC78fQg,TFT13_Tristana,1,TFT_Item_GuinsoosRageblade
NA1_5183295671,zRduWH_pUyqeSsbwR12AshU9UYaswDelgrJJ0QJ2fQDN5zjMJuj4cjBSWvnDcGizgtNqqA5WC78fQg,TFT13_Akali,1,TFT_Item_UnstableConcoction
NA1_5183295671,zRduWH_pUyqeSsbwR12AshU9UYaswDelgrJJ0QJ2fQDN5zjMJuj4cjBSWvnDcGizgtNqqA5WC78fQg,TFT13_Sett,1,TFT_Item_DragonsClaw
NA1_5183295671,zRduWH_pUyqeSsbwR12AshU9UYaswDelgrJJ0QJ2fQDN5zjMJuj4cjBSWvnDcGizgtNqqA5WC78fQg,TFT13_Sett,1,TFT_Item_ChainVest
NA1_5183295671,zRduWH_pUyqeSsbwR12AshU9UYaswDelgrJJ0QJ2fQDN5zjMJuj4cjBSWvnDcGizgtNqqA5WC78fQg,TFT13_Ezreal,1,TFT_Item_Deathblade
NA1_5183295671,zRduWH_pUyqeSsbwR12AshU9UYaswDelgrJJ0QJ2fQDN5zjMJuj4cjBSWvnDcGizgtNqqA5WC78fQg,TFT13_Ezreal,1,TFT_Item_BlueBuff
NA1_5183295671,zRduWH_pUyqeSsbwR12AshU9UYaswDelgrJJ0QJ2fQDN5zjMJuj4cjBSWvnDcGizgtNqqA5WC78fQg,TFT13_Illaoi,1,TFT_Item_GargoyleStoneplate
NA1_5183295671,zRduWH_pUyqeSsbwR12AshU9UYaswDelgrJJ0QJ2fQDN5zjMJuj4cjBSWvnDcGizgtNqqA5WC78fQg,TFT13_MissMage,1,TFT_Item_Crownguard
NA1_5183295671,NsNypKNnYlILX-z4wto-F_gVvG4ODVyHvRwLLR3c_BIEcDHGPbc9JGcP09MfVYvrD-CvDIKID_WKaA,TFT13_Shooter,1,TFT_Item_RunaansHurricane
NA1_5183295671,NsNypKNnYlILX-z4wto-F_gVvG4ODVyHvRwLLR3c_BIEcDHGPbc9JGcP09MfVYvrD-CvDIKID_WKaA,TFT13_Shooter,1,TFT_Item_UnstableConcoction
NA1_5183295671,Zm4KcpNhJ9G1zNn22K5euVBoRQE5Zl3R18_e21ras_pD3LqX3DvKDgoEpXZpt_uR8LEy-0_uqM928A,tft13_swain,1,TFT_Item_RedBuff
NA1_5183295671,Zm4KcpNhJ9G1zNn22K5euVBoRQE5Zl3R18_e21ras_pD3LqX3DvKDgoEpXZpt_uR8LEy-0_uqM928A,tft13_swain,1,TFT_Item_BrambleVest
NA1_5183295671,Zm4KcpNhJ9G1zNn22K5euVBoRQE5Zl3R18_e21ras_pD3LqX3DvKDgoEpXZpt_uR8LEy-0_uqM928A,tft13_swain,1,TFT_Item_DragonsClaw
NA1_5183295671,Zm4KcpNhJ9G1zNn22K5euVBoRQE5Zl3R18_e21ras_pD3LqX3DvKDgoEpXZpt_uR8LEy-0_uqM928A,TFT13_Nami,1,TFT_Item_JeweledGauntlet
NA1_5183295671,Zm4KcpNhJ9G1zNn22K5euVBoRQE5Zl3R18_e21ras_pD3LqX3DvKDgoEpXZpt_uR8LEy-0_uqM928A,TFT13_NunuWillump,1,TFT_Item_NightHarvester
NA1_5183295671,Zm4KcpNhJ9G1zNn22K5euVBoRQE5Zl3R18_e21ras_pD3LqX3DvKDgoEpXZpt_uR8LEy-0_uqM928A,TFT13_NunuWillump,1,TFT_Item_ChainVest
NA1_5183295671,Zm4KcpNhJ9G1zNn22K5euVBoRQE5Zl3R18_e21ras_pD3LqX3DvKDgoEpXZpt_uR8LEy-0_uqM928A,TFT13_Gangplank,1,TFT_Item_SpearOfShojin
NA1_5183295671,Zm4KcpNhJ9G1zNn22K5euVBoRQE5Zl3R18_e21ras_pD3LqX3DvKDgoEpXZpt_uR8LEy-0_uqM928A,TFT13_Gangplank,1,TFT_Item_MadredsBloodrazor
NA1_5183295671,Zm4KcpNhJ9G1zNn22K5euVBoRQE5Zl3R18_e21ras_pD3LqX3DvKDgoEpXZpt_uR8LEy-0_uqM928A,TFT13_Gangplank,1,TFT_Item_BlueBuff
NA1_5183295671,Zm4KcpNhJ9G1zNn22K5euVBoRQE5Zl3R18_e21ras_pD3LqX3DvKDgoEpXZpt_uR8LEy-0_uqM928A,TFT13_Vi,1,TFT_Item_Bloodthirster
NA1_5183295671,Zm4KcpNhJ9G1zNn22K5euVBoRQE5Zl3R18_e21ras_pD3LqX3DvKDgoEpXZpt_uR8LEy-0_uqM928A,TFT13_Vi,1,TFT_Item_RapidFireCannon
NA1_5183295671,PLSyz7BqfZdSRSHqHvph5CHPbFWTlMCOp7ULkFrBKTraJgMUyevrlw2lXY7ylwT_y5Hw4diaQMhVOw,TFT13_Vex,1,TFT_Item_JeweledGauntlet
NA1_5183295671,PLSyz7BqfZdSRSHqHvph5CHPbFWTlMCOp7ULkFrBKTraJgMUyevrlw2lXY7ylwT_y5Hw4diaQMhVOw,TFT13_Vex,1,TFT13_Item_CabalEmblemItem
NA1_5183295671,PLSyz7BqfZdSRSHqHvph5CHPbFWTlMCOp7ULkFrBKTraJgMUyevrlw2lXY7ylwT_y5Hw4diaQMhVOw,TFT13_Vex,1,TFT_Item_BlueBuff
NA1_5183295671,PLSyz7BqfZdSRSHqHvph5CHPbFWTlMCOp7ULkFrBKTraJgMUyevrlw2lXY7ylwT_y5Hw4diaQMhVOw,tft13_elise,1,TFT_Item_SteraksGage
NA1_5183295671,PLSyz7BqfZdSRSHqHvph5CHPbFWTlMCOp7ULkFrBKTraJgMUyevrlw2lXY7ylwT_y5Hw4diaQMhVOw,tft13_elise,1,TFT_Item_GargoyleStoneplate
NA1_5183295671,PLSyz7BqfZdSRSHqHvph5CHPbFWTlMCOp7ULkFrBKTraJgMUyevrlw2lXY7ylwT_y5Hw4diaQMhVOw,tft13_elise,1,TFT_Item_AdaptiveHelm
